0.00	0
0.010	0
0.020	0
0.030	0
0.040	0
0.050	0
0.060	0
0.070	0
0.080	0
0.090	0
0.100	0
0.110	0
0.120	0
0.130	0
0.140	0
0.150	0
0.160	0
0.170	0
0.180	0
0.190	0
0.200	0
0.210	0
0.220	0
0.230	0
0.240	0
0.250	0
0.260	0
0.270	0
0.280	0
0.290	21.66666667
0.300	43.33333333
0.310	65
0.320	86.66666667
0.330	108.3333333
0.340	130
0.3503428571	134.6863469
0.3610857143	134.6863469
0.3631428571	145.7564576
0.3641714286	210.3321033
0.3652	156.8265683
0.3669142857	127.3062731
0.380	132.285338
0.390	136.0903003
0.4008571429	140.2214022
0.4032571429	688.1918819
0.4035314286	594.4649446
0.4038057143	500.7380074
0.40408	407.0110701
0.4043542857	313.2841328
0.4046285714	219.5571956
0.4065714286	191.8819188
0.4073714286	154.9815498
0.4197142857	156.8265683
0.4303428571	188.1918819
0.4318285714	223.2472325
0.4321206349	635.9163592
0.4324126984	1048.585486
0.4327047619	1461.254613
0.4329968254	1873.923739
0.4332888889	2286.592866
0.4335809524	2699.261993
0.4338730159	3111.931119
0.4341650794	3524.600246
0.4344571429	3937.269373
0.4346285714	3392.066421
0.4348	2846.863469
0.4349714286	2301.660517
0.4351428571	1756.457565
0.4353142857	1211.254613
0.4354857143	666.0516605
0.4361714286	638.3763838
0.438	219.5571956
0.4453142857	197.4169742
0.455	266.5864159
0.465	277.5140251
0.475	318.201932
0.4874857143	369.00369
0.4897714286	411.4391144
0.4914857143	381.9188192
0.500	382.3275537
0.5142285714	416.9741697
0.5261142857	536.900369
0.5333714286	773.0627306
0.5406285714	1009.225092
0.5411809524	1518.450185
0.5417333333	2027.675277
0.5422857143	2536.900369
0.5428380952	3046.125461
0.5433904762	3555.350554
0.5439428571	4064.575646
0.5444571429	3597.170972
0.5449714286	3129.766298
0.5454857143	2662.361624
0.546	2194.95695
0.5465142857	1727.552276
0.5470285714	1260.147601
0.5520571429	1479.704797
0.5570857143	1699.261993
0.5621142857	1918.819188
0.5633714286	1907.749077
0.5657714286	2068.265683
0.5668	2049.815498
0.5725142857	2284.132841
0.5730285714	2468.173432
0.5735428571	2652.214022
0.5740571429	2836.254613
0.5745714286	3020.295203
0.5754857143	2590.405904
0.5766285714	2940.95941
0.5776571429	2429.889299
0.5799428571	2339.483395
0.586	2411.439114
0.5919428571	2326.568266
0.6189142857	1295.202952
0.6381142857	756.4575646
0.6556	468.6346863
0.6694285714	308.1180812
0.6902285714	190.0369004
0.7465714286	127.3062731
0.750	119.1368866
0.760	95.30950924
0.770	71.48213193
0.780	47.65475462
0.790	23.82737731
0.800	0
0.820	0
0.840	0
0.860	0
0.880	0
0.900	0
0.920	0
0.940	0
0.960	0
0.980	0
1.000	0
1.020	0
1.040	0
1.060	0
1.080	0
1.100	0
1.120	0
1.140	0
1.160	0
1.180	0
1.200	0
1.220	0
1.240	0
1.260	0
1.280	0
1.300	0
