0	0
0.010	0
0.020	0
0.030	0
0.040	0
0.050	0
0.060	0
0.070	0
0.080	0
0.090	0
0.100	0
0.110	0
0.120	0
0.130	0
0.140	0
0.150	0
0.160	0
0.170	0
0.180	0
0.190	0
0.200	0
0.210	0
0.220	0
0.230	0
0.240	0
0.250	0
0.260	0
0.270	0
0.280	0
0.290	0
0.300	0
0.310	0
0.320	0
0.330	0
0.340	0
0.350	0
0.360	0
0.370	21.27659574
0.380	42.55319149
0.390	63.82978723
0.400	85.10638298
0.410	106.3829787
0.41875	125
0.450	325
0.4591346154	900
0.4653846154	2150
0.4730769231	3750
0.475	3806.25
0.4889423077	2081.25
0.5014423077	737.5
0.5115384615	368.75
0.5211538462	218.75
0.5586538462	143.75
0.7966346154	131.25
0.800	112.5
0.810	93.75
0.820	75
0.830	56.25
0.840	37.5
0.850	18.75
0.860	0
0.867	0
0.874	0
0.881	0
0.888	0
0.895	0
0.902	0
0.909	0
0.916	0
0.923	0
0.930	0
0.937	0
0.944	0
0.951	0
0.958	0
0.965	0
0.972	0
0.979	0
0.986	0
0.993	0
1.000	0
1.007	0
1.014	0
1.021	0
1.028	0
1.035	0
1.042	0
1.049	0
1.056	0
1.063	0
1.070	0
1.077	0
1.084	0
1.091	0
1.098	0
1.105	0
1.112	0
1.119	0
1.126	0
1.133	0
1.140	0
1.147	0
1.154	0
1.161	0
1.168	0
1.175	0
1.182	0
1.189	0
1.196	0
1.203	0
1.210	0
1.217	0
1.224	0
1.231	0
1.238	0
1.245	0
1.252	0
1.259	0
1.266	0
1.273	0
1.280	0
1.287	0
1.294	0
1.301	0
1.308	0
1.315	0
1.322	0
1.329	0
1.336	0
1.343	0
1.350	0
1.357	0
1.364	0
1.371	0
1.378	0
1.385	0
1.392	0
1.399	0
1.406	0
1.413	0
1.420	0
1.427	0
1.434	0
1.441	0
1.448	0
1.455	0
1.462	0
1.469	0
1.476	0
