0.352525253	0.05
0.357575758	0.21
0.361111111	0.21
0.367171717	0.11
0.384848485	0.25
0.392424242	0.52
0.403030303	2.39
0.408585859	0.41
0.411111111	0.29
0.417171717	0.31
0.423232323	0.47
0.43030303	3.12
0.439393939	0.51
0.445959596	0.22
0.458585859	0.16
0.462626263	0.2
0.466666667	0.14
0.472727273	0.12
0.47979798	0.25
0.488383838	0.12
0.494949495	0.12
0.504545455	0.06
0.519191919	0.17
0.523737374	0.74
0.526767677	2.19
0.53030303	1.24
0.536363636	0.4
0.541919192	0.21
0.547474747	0.22
0.555050505	1.89
0.562121212	0.52
0.564646465	0.39
0.596464646	0.03
0.605050505	0.01
0.622727273	0.01
0.640909091	0.06
0.652525253	0.16
0.665656566	0.06
0.688888889	0.04
0.68	0
0.687	0
0.694	0
0.701	0
0.708	0
0.715	0
0.722	0
0.729	0
0.736	0
0.743	0
0.75	0
0.757	0
0.764	0
0.771	0
0.778	0
0.785	0
0.792	0
0.799	0
0.806	0
0.813	0
0.82	0
0.827	0
0.834	0
0.841	0
0.848	0
0.855	0
0.862	0
0.869	0
0.876	0
0.883	0
0.89	0
0.897	0
0.904	0
0.911	0
0.918	0
0.925	0
0.932	0
0.939	0
0.946	0
0.953	0
0.96	0
0.967	0
0.974	0
0.981	0
0.988	0
0.995	0
1.002	0
1.009	0
1.016	0
1.023	0
1.03	0
1.037	0
1.044	0
1.051	0
1.058	0
1.065	0
1.072	0
1.079	0
1.086	0
1.093	0
1.1	0
1.107	0
1.114	0
1.121	0
1.128	0
1.135	0
1.142	0
1.149	0
1.156	0
1.163	0
1.17	0
1.177	0
1.184	0
1.191	0
1.198	0
1.205	0
1.212	0
1.219	0
1.226	0
1.233	0
1.24	0
1.247	0
1.254	0
1.261	0
1.268	0
1.275	0
1.282	0
1.289	0
1.296	0
1.303	0
1.31	0
1.317	0
1.324	0
1.331	0
1.338	0
1.345	0
1.352	0
1.359	0
1.366	0
1.373	0
1.38	0
1.387	0
1.394	0
1.401	0
1.408	0
1.415	0
1.422	0
1.429	0
1.436	0
1.443	0
