0	0
0.01	0
0.02	0
0.03	0
0.04	0
0.05	0
0.06	0
0.07	0
0.08	0
0.09	0
0.1	0
0.11	0
0.12	0
0.13	0
0.14	0
0.15	0
0.16	0
0.17	0
0.18	0
0.19	0
0.2	0
0.21	0
0.22	0
0.23	0
0.24	0
0.25	0
0.26	0
0.27	0
0.28	0
0.29	0
0.3	0
0.31	0
0.32	0
0.33	0
0.34	0
0.35	0
0.36	0
0.37	0
0.38	0
0.39	35.9375
0.4	71.875
0.41	107.8125
0.416346154	143.75
0.58125	156.25
0.595192308	193.75
0.607692308	431.25
0.615865385	937.5
0.618589744	1287.5
0.621314103	1637.5
0.624038462	1987.5
0.625961538	2391.25
0.627884615	2795
0.629807692	3198.75
0.631730769	3602.5
0.633653846	4006.25
0.636057692	4087.5
0.641346154	4025
0.643269231	3459.375
0.645192308	2893.75
0.647115385	2328.125
0.649038462	1762.5
0.652644231	1234.375
0.65625	706.25
0.661538462	368.75
0.668269231	218.75
0.680769231	137.5
0.792307692	125
0.8	62.5
0.81	0
0.81	0
0	0
0	0
0	0
0.78	0
0.79	0
0.797	0
0.804	0
0.811	0
0.818	0
0.825	0
0.832	0
0.839	0
0.846	0
0.853	0
0.86	0
0.867	0
0.874	0
0.881	0
0.888	0
0.895	0
0.902	0
0.909	0
0.916	0
0.923	0
0.93	0
0.937	0
0.944	0
0.951	0
0.958	0
0.965	0
0.972	0
0.979	0
0.986	0
0.993	0
1	0
1.007	0
1.014	0
1.021	0
1.028	0
1.035	0
1.042	0
1.049	0
1.056	0
1.063	0
1.07	0
1.077	0
1.084	0
1.091	0
1.098	0
1.105	0
1.112	0
1.119	0
1.126	0
1.133	0
1.14	0
1.147	0
1.154	0
1.161	0
1.168	0
1.175	0
1.182	0
1.189	0
1.196	0
1.203	0
1.21	0
1.217	0
1.224	0
1.231	0
1.238	0
1.245	0
1.252	0
1.259	0
1.266	0
1.273	0
1.28	0
1.287	0
1.294	0
1.301	0
1.308	0
